case_id,fir_number,case_type,case_category,registration_date,incident_date,incident_location_id,police_station,jurisdiction,case_status,investigating_unit,source_document_id,confidence_score,created_at,updated_at
C01056,FIR/2025/5354,Economic,Cybercrime,2025-12-23,2025-12-11,L00167,Kanpur Central Police Station,Ujjain,Under Investigation,Crime Branch,DOC01524,0.8,2025-02-13 19:38:10,2025-08-27 21:20:53
C01057,FIR/2025/6823,Economic,Smuggling,2025-08-07,2025-07-10,L00946,Nagpur Central Police Station,Gurugram,Closed,Local Police,DOC01897,0.97,2024-04-25 15:25:32,2024-05-17 00:25:32
C01058,FIR/2026/0905,Criminal,Burglary,2026-01-23,2026-01-10,L01275,Jaipur Central Police Station,Surat,Pending Trial,Economic Offences Unit,DOC00807,0.84,2026-02-17 12:48:50,2026-02-23 19:48:50
C01059,FIR/2025/6820,Criminal,Burglary,2025-04-12,2025-03-29,L01998,Nagpur Central Police Station,Gurugram,Under Investigation,Economic Offences Unit,DOC01051,0.9,2025-10-21 01:44:17,2026-06-17 13:50:12
C01060,FIR/2026/4721,Organized Crime,Vehicle Theft,2026-01-26,2026-01-21,L00191,Bengaluru Central Police Station,Vadodara,Closed,Cyber Cell,DOC01526,0.85,2024-06-17 22:31:31,2026-04-06 07:47:35
C01061,FIR/2025/8593,Criminal,Robbery,2025-03-05,2025-03-02,L01876,Kota Central Police Station,Ahmedabad,Closed,Crime Branch,DOC00233,0.95,2024-06-05 02:52:03,2024-10-11 15:06:13
C01062,FIR/2025/0820,Cyber,Money Laundering,2025-02-04,2025-01-07,L02171,Delhi Central Police Station,Vadodara,Open,Cyber Cell,DOC00790,0.97,2025-02-21 21:06:21,2025-03-02 20:06:21
C01063,FIR/2025/9529,Criminal,Forgery,2025-05-24,2025-04-29,L00232,Surat Central Police Station,Gurugram,Pending Trial,Crime Branch,DOC01001,0.94,2026-04-14 00:23:00,2026-05-12 17:23:00
C01064,FIR/2024/6446,Cyber,Extortion,2024-04-01,2024-03-06,L02312,Bengaluru Central Police Station,Delhi,Under Investigation,Local Police,DOC02963,0.85,2025-04-05 02:31:26,2025-04-20 00:31:26
C01065,FIR/2024/8016,Economic,Robbery,2024-12-04,2024-11-15,L01710,Gurugram Central Police Station,Delhi,Under Investigation,Cyber Cell,DOC00209,0.86,2026-01-12 22:32:01,2026-04-04 14:33:00
C01066,FIR/2025/1932,Cyber,Vehicle Theft,2025-09-22,2025-08-23,L02052,Bhopal Central Police Station,Lucknow,Closed,Crime Branch,DOC00821,0.89,2024-08-26 20:35:26,2026-04-19 16:31:47
C01067,FIR/2025/3632,Economic,Money Laundering,2025-07-29,2025-07-21,L01779,Bengaluru Central Police Station,Jabalpur,Closed,Economic Offences Unit,DOC02874,0.83,2025-07-05 05:50:59,2026-07-02 13:11:38
C01068,FIR/2024/5075,Economic,Vehicle Theft,2024-12-08,2024-12-08,L00586,Nagpur Central Police Station,Dewas,Pending Trial,Cyber Cell,DOC00923,0.96,2026-06-14 03:40:07,2026-07-11 19:40:07
C01069,FIR/2024/1587,Economic,Money Laundering,2024-11-25,2024-11-15,L02177,Bhopal Central Police Station,Gwalior,Under Investigation,Local Police,DOC00537,0.8,2025-04-26 00:03:47,2026-03-24 15:11:36
C01070,FIR/2024/7904,Criminal,Extortion,2024-10-03,2024-09-20,L01024,Nagpur Central Police Station,Lucknow,Under Investigation,Crime Branch,DOC00327,0.8,2026-05-27 23:13:41,2026-06-12 20:13:41
C01071,FIR/2025/2449,Organized Crime,Money Laundering,2025-05-06,2025-05-03,L02499,Delhi Central Police Station,Hyderabad,Under Investigation,Economic Offences Unit,DOC00331,0.84,2024-03-11 09:16:11,2025-09-19 05:40:12
C01072,FIR/2025/5477,Organized Crime,Cybercrime,2025-11-09,2025-10-19,L01637,Bhopal Central Police Station,Bengaluru,Closed,Local Police,DOC01612,0.92,2026-08-30 09:29:39,2026-09-04 23:59:59
C01073,FIR/2024/0477,Economic,Extortion,2024-05-22,2024-05-16,L00020,Ujjain Central Police Station,Jabalpur,Pending Trial,Crime Branch,DOC00415,0.93,2024-07-30 23:37:15,2026-08-24 23:16:58
C01074,FIR/2025/8660,Cyber,Robbery,2025-11-27,2025-11-24,L00960,Vadodara Central Police Station,Kanpur,Pending Trial,Cyber Cell,DOC01114,0.93,2026-02-11 20:56:14,2026-03-10 11:56:14
C01075,FIR/2025/4056,Criminal,Smuggling,2025-08-17,2025-08-07,L01937,Ujjain Central Police Station,Gurugram,Closed,Economic Offences Unit,DOC01050,0.96,2024-04-23 08:18:27,2025-09-13 17:26:52
C01076,FIR/2025/6458,Cyber,Money Laundering,2025-11-23,2025-11-05,L00405,Indore Central Police Station,Hyderabad,Under Investigation,Cyber Cell,DOC02522,0.96,2024-07-03 06:48:29,2025-06-01 07:29:14
C01077,FIR/2026/0919,Criminal,Burglary,2026-07-10,2026-06-15,L00548,Bhopal Central Police Station,Vadodara,Under Investigation,Local Police,DOC01627,0.85,2024-08-11 23:08:52,2024-08-13 11:08:52
C01078,FIR/2026/6721,Economic,Assault,2026-02-18,2026-02-03,L01904,Bhopal Central Police Station,Surat,Open,Economic Offences Unit,DOC01413,0.92,2025-02-12 20:03:41,2025-02-18 07:03:41
C01079,FIR/2025/6864,Economic,Fraud,2025-06-30,2025-06-07,L01367,Pune Central Police Station,Indore,Under Investigation,Economic Offences Unit,DOC02383,0.92,2024-03-30 12:04:04,2026-06-08 06:46:31
C01080,FIR/2025/9000,Organized Crime,Robbery,2025-04-14,2025-04-04,L01143,Lucknow Central Police Station,Gurugram,Under Investigation,Local Police,DOC01714,0.94,2025-04-12 20:17:36,2026-02-04 13:22:45
C01081,FIR/2025/2854,Economic,Robbery,2025-05-02,2025-04-12,L01289,Surat Central Police Station,Vadodara,Closed,Local Police,DOC01039,0.94,2025-05-08 12:44:55,2026-05-17 22:02:52
C01082,FIR/2024/9599,Criminal,Assault,2024-12-07,2024-11-23,L01047,Hyderabad Central Police Station,Nagpur,Open,Economic Offences Unit,DOC02305,0.94,2024-07-19 11:54:10,2024-08-14 17:54:10
C01083,FIR/2024/4309,Organized Crime,Forgery,2024-08-07,2024-08-03,L00308,Surat Central Police Station,Gwalior,Open,Cyber Cell,DOC02069,0.94,2026-07-11 15:56:21,2026-07-16 06:56:21
C01084,FIR/2025/4350,Organized Crime,Burglary,2025-11-29,2025-10-31,L02006,Gwalior Central Police Station,Kota,Closed,Cyber Cell,DOC02181,0.8,2026-06-20 20:43:24,2026-06-30 23:43:24
C01085,FIR/2026/9888,Criminal,Money Laundering,2026-08-08,2026-08-06,L01373,Hyderabad Central Police Station,Surat,Closed,Local Police,DOC00891,0.87,2024-01-18 20:06:31,2025-11-14 12:38:56
C01086,FIR/2026/1254,Criminal,Extortion,2026-09-01,2026-08-11,L02031,Kanpur Central Police Station,Jaipur,Open,Local Police,DOC00415,0.84,2026-08-10 19:53:57,2026-09-04 18:53:57
C01087,FIR/2026/5533,Economic,Fraud,2026-07-09,2026-06-30,L02162,Delhi Central Police Station,Delhi,Under Investigation,Cyber Cell,DOC02364,0.88,2026-03-02 07:19:32,2026-03-03 22:19:32
C01088,FIR/2025/6466,Economic,Robbery,2025-10-02,2025-09-04,L01893,Ahmedabad Central Police Station,Surat,Closed,Cyber Cell,DOC02476,0.96,2024-04-09 17:01:22,2025-06-20 19:30:25
C01089,FIR/2024/5382,Organized Crime,Money Laundering,2024-02-26,2024-02-24,L02236,Hyderabad Central Police Station,Ujjain,Under Investigation,Cyber Cell,DOC02375,0.83,2025-02-11 08:45:11,2025-02-23 10:45:11
C01090,FIR/2024/2811,Organized Crime,Forgery,2024-05-05,2024-04-22,L01059,Indore Central Police Station,Nagpur,Under Investigation,Cyber Cell,DOC02975,0.91,2024-01-22 05:17:22,2024-05-02 03:43:52
C01091,FIR/2025/9609,Criminal,Money Laundering,2025-11-19,2025-11-12,L02123,Ahmedabad Central Police Station,Lucknow,Open,Economic Offences Unit,DOC01062,0.86,2024-02-07 12:10:07,2024-12-05 22:16:55
C01092,FIR/2025/5389,Organized Crime,Cybercrime,2025-01-30,2025-01-08,L00496,Lucknow Central Police Station,Ahmedabad,Under Investigation,Economic Offences Unit,DOC00290,0.8,2024-03-06 21:30:22,2026-01-17 01:58:04
C01093,FIR/2024/5081,Criminal,Forgery,2024-12-04,2024-11-09,L01340,Delhi Central Police Station,Kota,Pending Trial,Economic Offences Unit,DOC02916,0.86,2025-09-24 04:28:05,2025-10-14 09:28:05
C01094,FIR/2024/0449,Economic,Vehicle Theft,2024-02-20,2024-02-19,L02406,Jabalpur Central Police Station,Ahmedabad,Closed,Local Police,DOC00577,0.83,2024-12-22 15:08:57,2025-11-18 23:50:46
C01095,FIR/2026/9618,Economic,Illegal Gambling,2026-02-21,2026-01-29,L01382,Pune Central Police Station,Ahmedabad,Pending Trial,Crime Branch,DOC01325,0.86,2024-04-10 04:19:49,2025-12-01 00:28:56
C01096,FIR/2026/3260,Cyber,Cybercrime,2026-02-12,2026-02-10,L00302,Lucknow Central Police Station,Indore,Pending Trial,Local Police,DOC00329,0.95,2024-10-26 10:16:50,2025-09-09 11:23:20
C01097,FIR/2025/9780,Organized Crime,Forgery,2025-12-03,2025-11-13,L02015,Bhopal Central Police Station,Bhopal,Open,Cyber Cell,DOC01400,0.97,2025-07-19 07:07:14,2026-01-02 07:07:57
C01098,FIR/2024/2372,Organized Crime,Illegal Gambling,2024-08-11,2024-08-03,L00513,Hyderabad Central Police Station,Gurugram,Pending Trial,Economic Offences Unit,DOC02327,0.83,2025-07-09 11:02:18,2025-10-22 10:36:38
C01099,FIR/2024/5256,Organized Crime,Money Laundering,2024-07-02,2024-06-22,L01744,Kota Central Police Station,Bhopal,Open,Crime Branch,DOC01310,0.97,2026-07-04 10:51:09,2026-07-26 05:51:09
C01100,FIR/2026/1751,Cyber,Cybercrime,2026-01-18,2026-01-05,L02227,Indore Central Police Station,Bhopal,Pending Trial,Crime Branch,DOC01789,0.87,2024-09-21 08:58:46,2024-11-02 20:04:50
C01101,FIR/2024/6225,Cyber,Vehicle Theft,2024-10-28,2024-09-28,L02327,Lucknow Central Police Station,Dewas,Closed,Crime Branch,DOC00781,0.84,2025-07-30 07:25:03,2026-06-23 20:48:45
C01102,FIR/2024/1393,Organized Crime,Forgery,2024-10-31,2024-10-21,L02427,Mumbai Central Police Station,Kanpur,Under Investigation,Crime Branch,DOC02108,0.83,2024-08-14 07:46:35,2025-10-08 01:33:47
C01103,FIR/2025/1956,Organized Crime,Forgery,2025-04-11,2025-03-26,L01031,Vadodara Central Police Station,Kanpur,Under Investigation,Local Police,DOC01784,0.84,2025-10-16 13:41:34,2025-11-05 04:41:34
C01104,FIR/2025/7459,Economic,Smuggling,2025-02-11,2025-01-14,L01670,Surat Central Police Station,Mumbai,Open,Local Police,DOC00640,0.81,2025-02-09 06:23:49,2025-11-24 14:37:10
C01105,FIR/2025/1195,Criminal,Fraud,2025-01-24,2025-01-10,L00968,Delhi Central Police Station,Bhopal,Open,Cyber Cell,DOC02489,0.82,2025-07-11 07:41:56,2025-08-01 23:41:56
C01106,FIR/2025/4029,Cyber,Burglary,2025-04-22,2025-04-18,L00279,Nagpur Central Police Station,Lucknow,Closed,Local Police,DOC00243,0.83,2025-05-18 16:55:46,2025-06-01 17:34:52
C01107,FIR/2026/8243,Economic,Money Laundering,2026-08-15,2026-08-05,L00821,Dewas Central Police Station,Jabalpur,Under Investigation,Local Police,DOC02304,0.94,2024-07-26 19:47:31,2026-07-14 05:11:01
C01108,FIR/2024/0896,Cyber,Cybercrime,2024-11-16,2024-11-06,L00042,Vadodara Central Police Station,Mumbai,Pending Trial,Economic Offences Unit,DOC02058,0.92,2024-10-17 10:52:08,2024-10-25 13:52:08
C01109,FIR/2025/9795,Economic,Fraud,2025-12-21,2025-12-11,L01791,Kota Central Police Station,Lucknow,Under Investigation,Crime Branch,DOC01779,0.94,2026-03-19 02:03:54,2026-04-14 15:03:54
C01110,FIR/2025/8765,Criminal,Burglary,2025-11-29,2025-11-20,L00057,Jaipur Central Police Station,Surat,Open,Crime Branch,DOC00265,0.87,2025-05-03 16:03:48,2025-05-17 11:03:48
C01111,FIR/2025/8966,Economic,Robbery,2025-02-25,2025-02-21,L01908,Hyderabad Central Police Station,Gurugram,Under Investigation,Local Police,DOC00863,0.88,2026-05-26 05:09:37,2026-06-15 15:09:37
C01112,FIR/2025/4766,Economic,Burglary,2025-05-06,2025-04-12,L01993,Kota Central Police Station,Jaipur,Closed,Crime Branch,DOC00765,0.94,2026-04-12 23:08:07,2026-04-22 19:08:07
C01113,FIR/2025/0639,Organized Crime,Illegal Gambling,2025-05-22,2025-05-05,L01516,Ahmedabad Central Police Station,Nagpur,Closed,Local Police,DOC01020,0.92,2024-11-09 10:41:56,2025-11-17 07:02:20
C01114,FIR/2025/4958,Cyber,Robbery,2025-10-14,2025-10-11,L01054,Mumbai Central Police Station,Jaipur,Pending Trial,Crime Branch,DOC01964,0.8,2024-03-07 14:17:00,2026-08-01 03:01:36
C01115,FIR/2025/4086,Organized Crime,Illegal Gambling,2025-05-24,2025-05-01,L02054,Jaipur Central Police Station,Jaipur,Open,Local Police,DOC02057,0.84,2026-06-14 21:10:43,2026-06-15 06:10:43
C01116,FIR/2024/0813,Criminal,Money Laundering,2024-11-02,2024-10-12,L02420,Gurugram Central Police Station,Indore,Pending Trial,Cyber Cell,DOC02482,0.81,2025-09-22 21:45:48,2025-10-10 16:45:48
C01117,FIR/2026/0675,Economic,Vehicle Theft,2026-03-04,2026-02-24,L00548,Mumbai Central Police Station,Surat,Under Investigation,Economic Offences Unit,DOC02105,0.82,2024-11-26 10:30:56,2026-05-28 13:18:03
C01118,FIR/2024/6527,Organized Crime,Vehicle Theft,2025-01-02,2024-12-16,L01041,Gurugram Central Police Station,Jabalpur,Under Investigation,Local Police,DOC02037,0.98,2026-06-12 04:56:01,2026-07-10 05:56:01
C01119,FIR/2026/9156,Economic,Cybercrime,2026-05-26,2026-05-21,L00489,Vadodara Central Police Station,Nagpur,Under Investigation,Economic Offences Unit,DOC02110,0.88,2024-11-07 17:15:56,2026-01-24 08:28:30
C01120,FIR/2024/9816,Criminal,Fraud,2024-07-23,2024-06-25,L02374,Bengaluru Central Police Station,Jabalpur,Pending Trial,Crime Branch,DOC00517,0.89,2024-01-26 22:06:25,2024-07-29 00:39:10
C01121,FIR/2025/4593,Cyber,Cybercrime,2025-10-30,2025-10-28,L00008,Gurugram Central Police Station,Dewas,Under Investigation,Economic Offences Unit,DOC00921,0.92,2026-01-08 07:28:55,2026-07-24 23:28:42
C01122,FIR/2025/4122,Cyber,Cybercrime,2025-11-11,2025-10-16,L00072,Dewas Central Police Station,Vadodara,Under Investigation,Cyber Cell,DOC02147,0.97,2026-07-20 15:26:49,2026-07-30 04:26:49
C01123,FIR/2024/8069,Economic,Assault,2025-01-15,2024-12-29,L02275,Nagpur Central Police Station,Gurugram,Closed,Cyber Cell,DOC02190,0.96,2024-09-22 09:20:27,2025-03-08 22:55:18
C01124,FIR/2024/5840,Economic,Cybercrime,2024-02-10,2024-02-09,L01174,Gurugram Central Police Station,Indore,Closed,Local Police,DOC02491,0.95,2024-10-28 00:49:32,2024-11-19 20:49:32
C01125,FIR/2026/8868,Criminal,Robbery,2026-06-29,2026-06-06,L02296,Dewas Central Police Station,Gwalior,Closed,Economic Offences Unit,DOC00574,0.92,2026-04-04 09:43:20,2026-05-03 16:43:20
C01126,FIR/2024/6829,Criminal,Extortion,2024-07-15,2024-06-27,L00966,Surat Central Police Station,Kota,Open,Economic Offences Unit,DOC02930,0.96,2024-11-03 23:40:20,2026-05-06 10:02:00
C01127,FIR/2025/5356,Criminal,Forgery,2025-11-26,2025-11-18,L02349,Indore Central Police Station,Lucknow,Closed,Cyber Cell,DOC02745,0.88,2026-02-05 12:52:04,2026-02-09 06:52:04
C01128,FIR/2025/5724,Cyber,Assault,2026-01-14,2025-12-17,L01186,Jabalpur Central Police Station,Kanpur,Pending Trial,Cyber Cell,DOC01592,0.8,2025-04-20 16:21:19,2026-04-03 16:38:26
C01129,FIR/2026/3508,Criminal,Money Laundering,2026-03-25,2026-03-11,L01260,Surat Central Police Station,Lucknow,Under Investigation,Crime Branch,DOC01223,0.93,2024-12-23 20:52:59,2025-01-06 00:52:59
C01130,FIR/2024/6509,Organized Crime,Robbery,2024-02-21,2024-02-06,L02294,Ujjain Central Police Station,Delhi,Pending Trial,Local Police,DOC00198,0.84,2025-06-02 19:34:23,2025-06-22 14:05:16
C01131,FIR/2024/8022,Organized Crime,Cybercrime,2025-01-09,2024-12-18,L00307,Ahmedabad Central Police Station,Jabalpur,Under Investigation,Local Police,DOC01858,0.95,2025-09-09 19:42:59,2025-09-22 14:42:59
C01132,FIR/2025/3371,Organized Crime,Illegal Gambling,2025-06-13,2025-06-10,L02308,Nagpur Central Police Station,Kota,Under Investigation,Cyber Cell,DOC00855,0.96,2025-05-02 10:50:43,2025-08-28 06:39:49
C01133,FIR/2025/4589,Economic,Money Laundering,2025-08-12,2025-07-21,L00094,Dewas Central Police Station,Nagpur,Under Investigation,Economic Offences Unit,DOC00286,0.9,2024-09-02 18:49:45,2025-04-18 20:54:52
C01134,FIR/2026/9719,Cyber,Money Laundering,2026-05-28,2026-05-20,L01315,Hyderabad Central Police Station,Surat,Under Investigation,Cyber Cell,DOC01250,0.91,2026-06-19 11:43:48,2026-07-07 05:43:48
C01135,FIR/2025/5902,Cyber,Fraud,2025-07-15,2025-07-13,L01677,Nagpur Central Police Station,Ujjain,Under Investigation,Economic Offences Unit,DOC00064,0.81,2026-04-30 04:26:17,2026-05-28 18:26:17
C01136,FIR/2026/1859,Economic,Illegal Gambling,2026-09-04,2026-08-07,L01786,Kota Central Police Station,Vadodara,Pending Trial,Crime Branch,DOC01851,0.87,2025-12-08 02:42:45,2025-12-25 08:00:47
C01137,FIR/2026/0938,Organized Crime,Robbery,2026-04-12,2026-03-27,L00438,Surat Central Police Station,Delhi,Closed,Local Police,DOC01500,0.91,2026-06-24 07:15:33,2026-06-29 11:15:33
C01138,FIR/2025/4494,Economic,Robbery,2025-02-17,2025-02-06,L00207,Jabalpur Central Police Station,Kota,Open,Cyber Cell,DOC00796,0.94,2024-04-27 23:14:48,2024-05-28 19:01:32
C01139,FIR/2026/2303,Economic,Illegal Gambling,2026-04-07,2026-04-02,L01293,Mumbai Central Police Station,Bhopal,Pending Trial,Local Police,DOC01522,0.96,2024-10-23 06:34:31,2026-02-19 09:58:49
C01140,FIR/2024/4181,Organized Crime,Robbery,2024-12-14,2024-12-14,L01466,Mumbai Central Police Station,Pune,Open,Crime Branch,DOC00392,0.87,2024-01-31 01:00:35,2024-07-31 05:24:55
C01141,FIR/2026/9698,Organized Crime,Assault,2026-01-30,2026-01-19,L01764,Delhi Central Police Station,Kota,Closed,Local Police,DOC02375,0.82,2025-04-16 20:38:36,2026-05-09 04:00:09
C01142,FIR/2024/2509,Cyber,Extortion,2024-03-29,2024-03-08,L00068,Indore Central Police Station,Vadodara,Pending Trial,Cyber Cell,DOC00545,0.86,2024-11-17 04:32:14,2024-11-28 10:32:14
C01143,FIR/2025/2527,Economic,Robbery,2025-10-06,2025-09-26,L01171,Hyderabad Central Police Station,Nagpur,Closed,Economic Offences Unit,DOC00313,0.94,2024-03-29 22:00:46,2026-03-30 07:58:06
C01144,FIR/2024/0108,Cyber,Cybercrime,2024-09-10,2024-08-26,L00331,Mumbai Central Police Station,Jabalpur,Pending Trial,Cyber Cell,DOC01312,0.81,2026-01-12 17:05:09,2026-06-16 13:47:57
C01145,FIR/2024/9093,Organized Crime,Illegal Gambling,2024-10-31,2024-10-07,L00168,Gwalior Central Police Station,Jabalpur,Open,Cyber Cell,DOC02623,0.95,2026-06-27 13:16:50,2026-07-10 10:16:50
C01146,FIR/2024/9294,Organized Crime,Vehicle Theft,2024-01-19,2024-01-06,L00206,Mumbai Central Police Station,Jabalpur,Under Investigation,Crime Branch,DOC02949,0.85,2025-03-27 00:44:05,2025-04-10 23:44:05
C01147,FIR/2024/9356,Cyber,Fraud,2024-04-08,2024-03-19,L02369,Kanpur Central Police Station,Hyderabad,Pending Trial,Local Police,DOC01846,0.85,2026-01-23 01:02:26,2026-01-23 11:52:11
C01148,FIR/2026/0173,Organized Crime,Extortion,2026-03-05,2026-02-26,L02009,Gwalior Central Police Station,Kota,Open,Cyber Cell,DOC00651,0.94,2025-07-02 11:38:12,2026-02-26 08:53:43
C01149,FIR/2025/9262,Cyber,Burglary,2025-01-29,2025-01-18,L01590,Jaipur Central Police Station,Ahmedabad,Pending Trial,Crime Branch,DOC00546,0.83,2024-01-17 13:19:14,2026-07-09 17:22:44
C01150,FIR/2025/7061,Cyber,Smuggling,2025-11-24,2025-11-10,L02213,Jabalpur Central Police Station,Jabalpur,Open,Economic Offences Unit,DOC01319,0.94,2024-11-24 05:53:22,2026-04-22 23:55:17
C01151,FIR/2025/6181,Economic,Assault,2025-10-23,2025-10-14,L02222,Surat Central Police Station,Ahmedabad,Under Investigation,Local Police,DOC01436,0.89,2024-10-03 03:23:20,2025-04-01 04:57:16
C01152,FIR/2026/7435,Organized Crime,Forgery,2026-02-20,2026-02-06,L01747,Bengaluru Central Police Station,Gurugram,Closed,Local Police,DOC01371,0.87,2025-11-01 07:32:23,2025-11-29 06:32:23
C01153,FIR/2025/7114,Cyber,Cybercrime,2025-08-03,2025-07-05,L01873,Lucknow Central Police Station,Gwalior,Closed,Crime Branch,DOC02366,0.93,2024-05-22 13:06:57,2026-02-19 03:33:25
C01154,FIR/2026/3488,Economic,Money Laundering,2026-07-27,2026-07-07,L00507,Pune Central Police Station,Kanpur,Closed,Cyber Cell,DOC01457,0.97,2024-03-20 05:24:54,2024-06-08 17:14:13
C01155,FIR/2024/5247,Cyber,Money Laundering,2025-01-10,2024-12-22,L00146,Jaipur Central Police Station,Pune,Closed,Crime Branch,DOC02001,0.85,2026-01-20 01:10:31,2026-04-23 01:34:51
C01156,FIR/2026/0735,Organized Crime,Illegal Gambling,2026-06-07,2026-05-16,L01753,Jaipur Central Police Station,Mumbai,Open,Cyber Cell,DOC01416,0.81,2026-02-08 11:53:57,2026-03-07 07:53:57
C01157,FIR/2024/8778,Organized Crime,Burglary,2024-06-23,2024-06-10,L01455,Gwalior Central Police Station,Hyderabad,Closed,Crime Branch,DOC00224,0.92,2025-05-23 02:03:11,2026-05-13 21:14:22
C01158,FIR/2026/4906,Organized Crime,Forgery,2026-03-22,2026-03-16,L00332,Jabalpur Central Police Station,Dewas,Open,Crime Branch,DOC02903,0.98,2026-02-07 21:10:14,2026-04-10 04:19:47
C01159,FIR/2024/6960,Economic,Money Laundering,2024-06-27,2024-06-21,L00525,Kota Central Police Station,Mumbai,Under Investigation,Local Police,DOC01329,0.96,2025-09-14 15:11:18,2025-09-18 03:11:18
C01160,FIR/2024/8590,Criminal,Money Laundering,2024-07-27,2024-07-20,L02412,Delhi Central Police Station,Pune,Pending Trial,Local Police,DOC02375,0.82,2026-08-30 16:52:33,2026-09-04 23:59:59
C01161,FIR/2026/1656,Criminal,Fraud,2026-05-06,2026-05-03,L00436,Surat Central Police Station,Lucknow,Closed,Economic Offences Unit,DOC01999,0.88,2024-11-12 19:56:34,2026-03-02 17:53:58
C01162,FIR/2024/6747,Economic,Assault,2024-10-22,2024-10-10,L02400,Hyderabad Central Police Station,Indore,Pending Trial,Economic Offences Unit,DOC02160,0.88,2026-06-02 19:27:29,2026-06-28 11:27:29
C01163,FIR/2025/6508,Criminal,Forgery,2025-08-09,2025-07-19,L02271,Ujjain Central Police Station,Surat,Closed,Local Police,DOC00939,0.93,2024-01-01 21:23:04,2025-09-03 02:41:16
C01164,FIR/2024/3325,Economic,Cybercrime,2024-03-12,2024-02-25,L02469,Lucknow Central Police Station,Nagpur,Pending Trial,Local Police,DOC00133,0.89,2025-10-04 12:10:26,2025-10-11 09:10:26
C01165,FIR/2025/3337,Organized Crime,Money Laundering,2025-11-28,2025-11-04,L02203,Vadodara Central Police Station,Hyderabad,Pending Trial,Economic Offences Unit,DOC01573,0.89,2025-11-23 21:42:57,2025-12-14 06:42:57
